"neighbourhood_group","date","m2_price","inflation","HICP","population_density","listings_count","minimum_nights","nigth_price","availability_365","listing_reviews","number_of_reviews","reviews_per_month","hosts_count","Private_room","Entire_home","Hotel_room","Shared_room"
"Centro",2019-10-01,16.4,1,0.2,840,1975,6.66126582278481,150.042172154824,149.552405063291,8783,219.579746835443,2.45484556962025,1146,269,1686,14,6
"Centro",2019-11-01,16.8,0.2,0.5,840,1912,5.6678870292887,153.177313432836,150.015690376569,6963,223.168933054393,2.52372384937238,1122,253,1639,13,7
"Centro",2019-12-01,16.6,-0.1,0.8,840,1985,5.77934508816121,150.406123627961,148.787405541562,6690,218.87355163728,2.48509823677582,1170,256,1711,10,8
"Arganzuela",2019-01-01,15.5,-1.3,1,840,155,4.38709677419355,168.700787401575,139.587096774194,473,223.361290322581,2.56374193548387,119,45,110,0,0
"Arganzuela",2019-02-01,15.5,0.2,1.1,840,148,4.61486486486486,169.744,138.162162162162,477,231.662162162162,2.6675,114,48,100,0,0
"Arganzuela",2019-03-01,15.7,0.4,1.3,840,159,4.42767295597484,163.910447761194,133.735849056604,612,220.723270440252,2.55754716981132,124,51,108,0,0
"Arganzuela",2019-04-01,16,1,1.6,840,166,4.47590361445783,162.937931034483,143.246987951807,670,216.030120481928,2.49024096385542,128,50,116,0,0
"Arganzuela",2019-05-01,15.9,0.2,0.9,840,171,4.56140350877193,163.165517241379,138.029239766082,738,212.649122807018,2.46818713450292,134,51,120,0,0
"Arganzuela",2019-06-01,15.8,-0.1,0.6,840,194,4.62886597938144,153.465838509317,138.675257731959,748,195.546391752577,2.26907216494845,149,65,128,1,0
"Arganzuela",2019-07-01,15.7,-0.6,0.6,840,160,4.81875,164.810218978102,138.43125,597,220.925,2.588625,126,42,118,0,0
"Arganzuela",2019-08-01,16,-0.1,0.4,840,127,2.59055118110236,119.633027522936,154.929133858268,450,250.251968503937,2.95472440944882,97,26,101,0,0
"Arganzuela",2019-09-01,16,0,0.2,840,187,4.33155080213904,155.620253164557,135.31550802139,740,199.973262032086,2.34909090909091,145,57,130,0,0
"Arganzuela",2019-10-01,16.1,1,0.2,840,185,4.33513513513514,153.851612903226,131.675675675676,780,202.010810810811,2.38902702702703,141,58,127,0,0
"Arganzuela",2019-11-01,16.4,0.2,0.5,840,189,4.75661375661376,155.793548387097,134.708994708995,668,197.910052910053,2.34989417989418,145,60,129,0,0
"Arganzuela",2019-12-01,16,-0.1,0.8,840,192,4.41666666666667,159.793548387097,138.880208333333,597,197.416666666667,2.36286458333333,149,58,134,0,0
"Retiro",2019-01-01,16.1,-1.3,1,840,86,5.5,122.72972972973,131.709302325581,271,187.023255813953,2.07813953488372,70,25,61,0,0
"Retiro",2019-02-01,16.3,0.2,1.1,840,67,5.91044776119403,126.303571428571,115.671641791045,215,212.597014925373,2.39522388059701,58,17,50,0,0
"Retiro",2019-03-01,16.6,0.4,1.3,840,87,4.74712643678161,130.662162162162,119.436781609195,316,183.310344827586,2.07011494252874,74,24,63,0,0
"Retiro",2019-04-01,16.4,1,1.6,840,88,6.06818181818182,137.602739726027,120.909090909091,333,181.318181818182,2.03340909090909,78,23,65,0,0
"Retiro",2019-05-01,16.5,0.2,0.9,840,95,5.81052631578947,137.922077922078,124.273684210526,361,174.768421052632,2.00736842105263,84,26,69,0,0
"Retiro",2019-06-01,16.4,-0.1,0.6,840,110,4.77272727272727,150.204819277108,117.954545454545,423,158.845454545455,1.82672727272727,95,38,72,0,0
"Retiro",2019-07-01,16.4,-0.6,0.6,840,96,5.08333333333333,132.645569620253,125.416666666667,321,179.114583333333,2.06770833333333,82,31,65,0,0
"Retiro",2019-08-01,16,-0.1,0.4,840,78,4.97435897435897,134.439393939394,130.858974358974,248,194.782051282051,2.31782051282051,67,21,57,0,0
"Retiro",2019-09-01,16,0,0.2,840,109,4.32110091743119,145.105263157895,136.495412844037,401,171.688073394495,2.04018348623853,94,28,81,0,0
"Retiro",2019-10-01,16.3,1,0.2,840,108,4.17592592592593,132.585106382979,139.953703703704,418,169.898148148148,2.00527777777778,89,33,75,0,0
"Retiro",2019-11-01,16.8,0.2,0.5,840,107,3.90654205607477,139.212765957447,138.644859813084,330,174.11214953271,2.06542056074766,90,29,78,0,0
"Retiro",2019-12-01,16.9,-0.1,0.8,840,111,3.1981981981982,140.831578947368,139.765765765766,311,165.153153153153,1.96225225225225,95,32,79,0,0
"Salamanca",2019-01-01,18.8,-1.3,1,840,99,3.3030303030303,169.301204819277,136.757575757576,242,162.191919191919,1.84191919191919,83,21,78,0,0
"Salamanca",2019-02-01,19.2,0.2,1.1,840,95,5.43157894736842,179.879518072289,154.473684210526,261,162.442105263158,1.89010526315789,80,17,78,0,0
"Salamanca",2019-03-01,19.4,0.4,1.3,840,120,4.71666666666667,172.864077669903,157.283333333333,366,151.691666666667,1.74683333333333,101,26,94,0,0
"Salamanca",2019-04-01,19.2,1,1.6,840,128,5.9453125,176.96261682243,144.8984375,383,145.7734375,1.698046875,109,27,101,0,0
"Salamanca",2019-05-01,19,0.2,0.9,840,117,6.29059829059829,182.52,147.683760683761,405,152.589743589744,1.7774358974359,99,24,93,0,0
"Salamanca",2019-06-01,18.9,-0.1,0.6,840,143,3.7972027972028,181.358974358974,143.153846153846,457,132.811188811189,1.55692307692308,118,34,109,0,0
"Salamanca",2019-07-01,18.7,-0.6,0.6,840,120,5.425,185.262626262626,150.35,296,146.033333333333,1.71975,103,23,97,0,0
"Salamanca",2019-08-01,18.7,-0.1,0.4,840,91,4.31868131868132,198.666666666667,150.989010989011,245,156.967032967033,1.88824175824176,77,15,76,0,0
"Salamanca",2019-09-01,18.7,0,0.2,840,147,3.77551020408163,177.586776859504,147.857142857143,419,141.578231292517,1.70156462585034,128,37,109,1,0
"Salamanca",2019-10-01,18.9,1,0.2,840,159,4.74213836477987,180.259259259259,150.729559748428,520,134.415094339623,1.63396226415094,137,34,124,1,0
"Salamanca",2019-11-01,19.3,0.2,0.5,840,154,4.94805194805195,180.53125,144.201298701299,411,134.227272727273,1.62097402597403,132,33,121,0,0
"Salamanca",2019-12-01,18.9,-0.1,0.8,840,153,4.36601307189542,189.540322580645,149.666666666667,382,134.954248366013,1.64411764705882,133,35,117,1,0
"Chamartín",2019-01-01,16.4,-1.3,1,840,47,7.51063829787234,117.742857142857,133.872340425532,95,130.297872340426,1.38808510638298,41,8,39,0,0
"Chamartín",2019-02-01,16.5,0.2,1.1,840,41,4.80487804878049,102.566666666667,128.634146341463,93,141.219512195122,1.51512195121951,34,10,31,0,0
"Chamartín",2019-03-01,16.5,0.4,1.3,840,47,7.70212765957447,110.969696969697,145.829787234043,139,131.744680851064,1.41446808510638,41,10,37,0,0
"Chamartín",2019-04-01,16.4,1,1.6,840,54,6.25925925925926,114.289473684211,140.981481481481,152,128.203703703704,1.39018518518519,44,11,43,0,0
"Chamartín",2019-05-01,16.3,0.2,0.9,840,58,4.10344827586207,120.822222222222,151.706896551724,161,117.551724137931,1.32603448275862,49,14,44,0,0
"Chamartín",2019-06-01,16.3,-0.1,0.6,840,72,5.43055555555556,118.82,146.666666666667,178,102.402777777778,1.13041666666667,63,21,50,0,1
"Chamartín",2019-07-01,16,-0.6,0.6,840,52,5.28846153846154,112.4,153.653846153846,116,123.365384615385,1.33038461538462,46,13,39,0,0
"Chamartín",2019-08-01,16.2,-0.1,0.4,840,35,5.2,129.28,169.285714285714,70,139.4,1.56428571428571,31,8,27,0,0
"Chamartín",2019-09-01,16.4,0,0.2,840,57,3.89473684210526,110.772727272727,155.368421052632,167,114.245614035088,1.28614035087719,52,17,39,0,1
"Chamartín",2019-10-01,16.5,1,0.2,840,64,4.9375,121.54347826087,138.171875,196,109.84375,1.22265625,53,19,44,0,1
"Chamartín",2019-11-01,16.6,0.2,0.5,840,56,3.85714285714286,110.166666666667,142.107142857143,153,117.714285714286,1.31160714285714,45,21,35,0,0
"Chamartín",2019-12-01,16.4,-0.1,0.8,840,68,6.20588235294118,106.698113207547,147.573529411765,147,100.617647058824,1.15852941176471,58,26,42,0,0
"Tetuán",2019-01-01,15.9,-1.3,1,840,71,3.01408450704225,98.0212765957447,124.633802816901,192,157.211267605634,1.75450704225352,59,21,50,0,0
"Tetuán",2019-02-01,15.9,0.2,1.1,840,66,2.5,100.978723404255,130.893939393939,197,168.287878787879,1.91378787878788,55,19,47,0,0
"Tetuán",2019-03-01,16,0.4,1.3,840,84,2.92857142857143,102.606557377049,128.309523809524,272,157.714285714286,1.8497619047619,71,26,58,0,0
"Tetuán",2019-04-01,16,1,1.6,840,94,2.80851063829787,107.957746478873,134.617021276596,324,142.627659574468,1.6686170212766,76,29,65,0,0
"Tetuán",2019-05-01,16.1,0.2,0.9,840,99,2.86868686868687,102.932432432432,136.010101010101,349,137.131313131313,1.59565656565657,80,34,65,0,0
"Tetuán",2019-06-01,16,-0.1,0.6,840,105,2.98095238095238,102.013513513514,132.295238095238,377,130.104761904762,1.54704761904762,88,36,69,0,0
"Tetuán",2019-07-01,15.8,-0.6,0.6,840,84,2.75,103.368421052632,112.607142857143,265,144.416666666667,1.69297619047619,68,27,57,0,0
"Tetuán",2019-08-01,15.9,-0.1,0.4,840,62,2.53225806451613,110.136363636364,132.290322580645,204,168.629032258065,2.01274193548387,50,18,44,0,0
"Tetuán",2019-09-01,16.1,0,0.2,840,110,3.26363636363636,93.1794871794872,134.063636363636,318,135.481818181818,1.64254545454545,87,43,66,0,1
"Tetuán",2019-10-01,16.3,1,0.2,840,111,3.98198198198198,99.4761904761905,146.711711711712,410,132.207207207207,1.62351351351351,89,43,67,0,1
"Tetuán",2019-11-01,16.4,0.2,0.5,840,105,3,101.189873417722,138.885714285714,342,136.838095238095,1.67780952380952,83,38,66,0,1
"Tetuán",2019-12-01,16.3,-0.1,0.8,840,96,3.26041666666667,113.211267605634,140.854166666667,288,142.989583333333,1.76947916666667,78,33,62,0,1
"Chamberí",2019-01-01,18,-1.3,1,840,99,5.65656565656566,136.671052631579,123.323232323232,202,122.616161616162,1.32979797979798,92,22,77,0,0
"Chamberí",2019-02-01,18,0.2,1.1,840,73,6.26027397260274,151.692307692308,109.643835616438,187,137.808219178082,1.55,68,17,56,0,0
"Chamberí",2019-03-01,18.2,0.4,1.3,840,109,11.6330275229358,139.867469879518,120.48623853211,289,116.110091743119,1.29385321100917,94,31,77,0,1
"Chamberí",2019-04-01,18.3,1,1.6,840,107,10.4392523364486,139.79012345679,129.719626168224,285,117.635514018692,1.3296261682243,93,25,82,0,0
"Chamberí",2019-05-01,18.2,0.2,0.9,840,114,10.4210526315789,143.411764705882,136.552631578947,341,117.359649122807,1.31035087719298,100,27,87,0,0
"Chamberí",2019-06-01,18.1,-0.1,0.6,840,125,10.472,142.846153846154,132.456,351,106.088,1.19824,115,37,88,0,0
"Chamberí",2019-07-01,18,-0.6,0.6,840,108,16.1296296296296,141.829268292683,129.324074074074,272,117.240740740741,1.32796296296296,99,25,83,0,0
"Chamberí",2019-08-01,18.1,-0.1,0.4,840,73,18,175.771929824561,145.561643835616,180,144.575342465753,1.7041095890411,61,12,61,0,0
"Chamberí",2019-09-01,18.3,0,0.2,840,120,17.8583333333333,151.178947368421,145.208333333333,305,115.383333333333,1.35875,104,32,87,0,1
"Chamberí",2019-10-01,18.3,1,0.2,840,137,4.98540145985401,148.229357798165,154.744525547445,432,111.817518248175,1.33532846715328,116,37,99,0,1
"Chamberí",2019-11-01,18.5,0.2,0.5,840,119,4.57142857142857,151.237113402062,147.302521008403,312,119.226890756303,1.43924369747899,102,22,93,2,2
"Chamberí",2019-12-01,18.1,-0.1,0.8,840,141,7.68794326241135,141.339130434783,155.822695035461,335,113.276595744681,1.39900709219858,111,35,104,1,1
"Latina",2019-01-01,11.9,-1.3,1,840,48,4.14583333333333,78.0588235294118,93.5416666666667,148,138,1.475625,38,17,30,0,1
"Latina",2019-02-01,12.2,0.2,1.1,840,42,3.83333333333333,69.78125,93.5714285714286,117,151.857142857143,1.61119047619048,32,18,24,0,0
"Latina",2019-03-01,12.4,0.4,1.3,840,50,3.62,66.1944444444444,98.22,144,128.62,1.3808,42,25,24,0,1
"Latina",2019-04-01,12.3,1,1.6,840,49,2.83673469387755,67.7567567567568,119.102040816327,172,134.34693877551,1.46816326530612,40,23,25,0,1
"Latina",2019-05-01,12.3,0.2,0.9,840,54,3.75925925925926,72.4545454545455,103.740740740741,173,136.518518518519,1.5237037037037,42,24,29,0,1
"Latina",2019-06-01,12.4,-0.1,0.6,840,65,4.61538461538461,76.3125,100.984615384615,235,124,1.40292307692308,54,30,34,0,1
"Latina",2019-07-01,12.5,-0.6,0.6,840,59,3.35593220338983,76.1555555555556,104.64406779661,169,134.813559322034,1.54898305084746,48,26,32,0,1
"Latina",2019-08-01,12.7,-0.1,0.4,840,47,6.19148936170213,82.6944444444444,84.8085106382979,117,142.191489361702,1.63404255319149,37,15,31,0,1
"Latina",2019-09-01,12.5,0,0.2,840,65,3.92307692307692,70.8653846153846,104,193,126.892307692308,1.45,52,32,32,0,1
"Latina",2019-10-01,12.7,1,0.2,840,66,9.8030303030303,69.0357142857143,114.272727272727,238,127.787878787879,1.4769696969697,54,33,33,0,0
"Latina",2019-11-01,13,0.2,0.5,840,62,9.53225806451613,69.6274509803922,105.451612903226,201,124.387096774194,1.43435483870968,49,32,30,0,0
"Latina",2019-12-01,12.9,-0.1,0.8,840,67,9.13432835820896,69.4909090909091,109.238805970149,190,129.119402985075,1.49880597014925,54,34,33,0,0
"Carabanchel",2019-01-01,11.9,-1.3,1,840,42,34.2380952380952,55.8823529411765,103.190476190476,101,142,1.5702380952381,39,27,15,0,0
"Carabanchel",2019-02-01,11.9,0.2,1.1,840,46,23.1086956521739,59.6285714285714,100.565217391304,123,129.130434782609,1.42065217391304,43,30,16,0,0
"Carabanchel",2019-03-01,12,0.4,1.3,840,54,36.0925925925926,64.2619047619048,116.574074074074,160,120.314814814815,1.35981481481481,50,34,20,0,0
"Carabanchel",2019-04-01,11.9,1,1.6,840,54,35.2592592592593,71.8048780487805,117.685185185185,179,125.574074074074,1.45814814814815,51,29,25,0,0
"Carabanchel",2019-05-01,11.9,0.2,0.9,840,52,36.5576923076923,69.2380952380952,119.865384615385,186,127.211538461538,1.47173076923077,47,29,23,0,0
"Carabanchel",2019-06-01,12,-0.1,0.6,840,75,22.5466666666667,70.5263157894737,119.16,212,99.8933333333333,1.18626666666667,66,43,32,0,0
"Carabanchel",2019-07-01,12,-0.6,0.6,840,57,41.0526315789474,66.4651162790698,118.982456140351,167,120.017543859649,1.44719298245614,47,30,27,0,0
"Carabanchel",2019-08-01,12.3,-0.1,0.4,840,41,19.8780487804878,76.90625,134.878048780488,103,122.780487804878,1.47512195121951,38,19,22,0,0
"Carabanchel",2019-09-01,12.5,0,0.2,840,70,13.1285714285714,66.1851851851852,131.571428571429,199,110.914285714286,1.32057142857143,59,41,29,0,0
"Carabanchel",2019-10-01,12.5,1,0.2,840,67,12.6417910447761,65.7021276595745,111.388059701493,256,106.582089552239,1.28492537313433,60,39,28,0,0
"Carabanchel",2019-11-01,12.6,0.2,0.5,840,63,13.4603174603175,63.5869565217391,120.174603174603,182,110.444444444444,1.34603174603175,55,36,27,0,0
"Carabanchel",2019-12-01,12.7,-0.1,0.8,840,76,26.9473684210526,65.3103448275862,121.986842105263,191,109.960526315789,1.37434210526316,63,38,38,0,0
"Usera",2019-01-01,11.8,-1.3,1,840,28,4.42857142857143,64.44,126.785714285714,79,151.392857142857,1.69214285714286,19,12,16,0,0
"Usera",2019-02-01,11.9,0.2,1.1,840,24,3.5,91.6,104.041666666667,73,171.5,1.94,19,11,13,0,0
"Usera",2019-03-01,11.9,0.4,1.3,840,30,4.73333333333333,76.0740740740741,137.266666666667,89,154.066666666667,1.72,21,15,15,0,0
"Usera",2019-04-01,12,1,1.6,840,29,3.3448275862069,78.44,125.51724137931,102,163.689655172414,1.88344827586207,22,16,13,0,0
"Usera",2019-05-01,12,0.2,0.9,840,36,3.83333333333333,66.9666666666667,127.277777777778,133,138.638888888889,1.5825,23,19,17,0,0
"Usera",2019-06-01,11.9,-0.1,0.6,840,45,3.71111111111111,62.0909090909091,119.333333333333,123,114.688888888889,1.31866666666667,30,27,18,0,0
"Usera",2019-07-01,11.9,-0.6,0.6,840,38,3.18421052631579,66.0344827586207,124.684210526316,96,133.815789473684,1.54763157894737,27,23,15,0,0
"Usera",2019-08-01,12.1,-0.1,0.4,840,19,4,75.4,113.894736842105,61,175.684210526316,2.04526315789474,16,8,11,0,0
"Usera",2019-09-01,12.3,0,0.2,840,33,3.54545454545455,54.9230769230769,128.515151515152,112,143.69696969697,1.70727272727273,24,20,13,0,0
"Usera",2019-10-01,12.4,1,0.2,840,40,4.35,61.6333333333333,128.8,152,126.5,1.491,27,22,18,0,0
"Usera",2019-11-01,12.5,0.2,0.5,840,35,3.25714285714286,57.9259259259259,121.257142857143,109,138.885714285714,1.70514285714286,27,25,10,0,0
"Usera",2019-12-01,12.5,-0.1,0.8,840,41,4.80487804878049,64.84375,108.463414634146,100,126.414634146341,1.55463414634146,30,25,16,0,0
"Puente de Vallecas",2019-01-01,12.1,-1.3,1,840,50,6.16,52.974358974359,131.3,109,126.76,1.4384,42,29,21,0,0
"Puente de Vallecas",2019-02-01,12.2,0.2,1.1,840,47,5.38297872340426,61.0571428571429,121.68085106383,109,132.702127659574,1.61255319148936,39,23,24,0,0
"Puente de Vallecas",2019-03-01,12.1,0.4,1.3,840,52,8.36538461538461,69.6829268292683,136.711538461538,160,138.711538461538,1.65596153846154,45,23,29,0,0
"Puente de Vallecas",2019-04-01,12.3,1,1.6,840,52,2.88461538461538,68.3,129.269230769231,188,138.538461538462,1.68673076923077,44,24,28,0,0
"Puente de Vallecas",2019-05-01,12.5,0.2,0.9,840,67,5.35820895522388,70.063829787234,125.223880597015,234,119.208955223881,1.47626865671642,53,29,38,0,0
"Puente de Vallecas",2019-06-01,12.4,-0.1,0.6,840,71,4.70422535211268,80.6481481481482,140.239436619718,247,120.070422535211,1.49450704225352,58,31,40,0,0
"Puente de Vallecas",2019-07-01,12.5,-0.6,0.6,840,69,8.02898550724638,76.2962962962963,140.826086956522,219,123.434782608696,1.54130434782609,51,28,41,0,0
"Puente de Vallecas",2019-08-01,12.6,-0.1,0.4,840,51,4.68627450980392,83.575,134.274509803922,161,132.078431372549,1.72196078431373,39,16,35,0,0
"Puente de Vallecas",2019-09-01,12.5,0,0.2,840,82,5.78048780487805,76.1111111111111,138.951219512195,242,117.182926829268,1.50426829268293,61,40,42,0,0
"Puente de Vallecas",2019-10-01,12.5,1,0.2,840,83,5.31325301204819,74.6923076923077,152.409638554217,310,113.963855421687,1.4621686746988,62,41,41,0,1
"Puente de Vallecas",2019-11-01,12.6,0.2,0.5,840,75,5.48,77.7719298245614,143.186666666667,264,121.68,1.56386666666667,56,36,39,0,0
"Puente de Vallecas",2019-12-01,12.6,-0.1,0.8,840,90,13.1666666666667,76.8115942028985,144.177777777778,265,104.111111111111,1.35088888888889,67,43,46,0,1
"Moratalaz",2019-01-01,11.2,-1.3,1,840,9,22.1111111111111,95.8333333333333,76.7777777777778,10,116.444444444444,1.11666666666667,6,5,4,0,0
"Moratalaz",2019-02-01,11.2,0.2,1.1,840,8,24.875,101,65.875,10,117.25,1.10375,6,4,4,0,0
"Moratalaz",2019-03-01,11.4,0.4,1.3,840,8,2.75,88.5,68.75,26,134.875,1.3225,5,5,3,0,0
"Moratalaz",2019-04-01,11.3,1,1.6,840,7,3,123.25,38.2857142857143,21,128.142857142857,1.21428571428571,5,4,3,0,0
"Moratalaz",2019-05-01,11.3,0.2,0.9,840,11,18.7272727272727,97.3333333333333,57.1818181818182,25,97.5454545454545,0.933636363636364,7,7,4,0,0
"Moratalaz",2019-06-01,11.2,-0.1,0.6,840,14,15.3571428571429,141.875,62.3571428571429,39,81.8571428571429,0.817142857142857,10,9,5,0,0
"Moratalaz",2019-07-01,11.2,-0.6,0.6,840,10,2.6,80.1428571428571,87.9,22,113,1.208,6,7,3,0,0
"Moratalaz",2019-08-01,11.4,-0.1,0.4,840,11,2.27272727272727,61.7777777777778,149.363636363636,14,84.4545454545455,0.996363636363636,9,8,3,0,0
"Moratalaz",2019-09-01,12.1,0,0.2,840,12,2.5,77.6666666666667,131.833333333333,27,97.1666666666667,1.07,7,8,4,0,0
"Moratalaz",2019-10-01,12.4,1,0.2,840,18,3.11111111111111,70.7692307692308,121.166666666667,49,77.0555555555556,0.892777777777778,12,13,5,0,0
"Moratalaz",2019-11-01,12,0.2,0.5,840,15,3.33333333333333,64.8181818181818,124.533333333333,26,76.6666666666667,0.947333333333333,11,11,4,0,0
"Moratalaz",2019-12-01,11.8,-0.1,0.8,840,14,3.57142857142857,90.9090909090909,153.5,30,83.7857142857143,0.983571428571429,11,7,7,0,0
"Ciudad Lineal",2019-01-01,13.6,-1.3,1,840,46,8.26086956521739,88.2285714285714,116.239130434783,134,142.782608695652,1.64586956521739,38,18,28,0,0
"Ciudad Lineal",2019-02-01,13.6,0.2,1.1,840,48,5.85416666666667,79.7631578947368,117.9375,141,144.208333333333,1.64979166666667,43,20,27,1,0
"Ciudad Lineal",2019-03-01,13.7,0.4,1.3,840,54,3.59259259259259,84.1463414634146,111.092592592593,179,136.962962962963,1.5837037037037,46,23,30,1,0
"Ciudad Lineal",2019-04-01,13.7,1,1.6,840,45,3.51111111111111,91.1290322580645,97.3555555555556,151,148.6,1.72955555555556,39,19,25,1,0
"Ciudad Lineal",2019-05-01,13.7,0.2,0.9,840,57,5.43859649122807,91.225,118.877192982456,186,125.385964912281,1.4659649122807,48,26,30,1,0
"Ciudad Lineal",2019-06-01,13.5,-0.1,0.6,840,74,6.77027027027027,103.925925925926,121.891891891892,228,109.783783783784,1.30027027027027,60,38,35,1,0
"Ciudad Lineal",2019-07-01,13.5,-0.6,0.6,840,56,8.08928571428571,90.5581395348837,124.517857142857,185,131.178571428571,1.55696428571429,46,26,29,1,0
"Ciudad Lineal",2019-08-01,13.7,-0.1,0.4,840,44,8.97727272727273,120.416666666667,142.477272727273,106,142.681818181818,1.70113636363636,35,16,27,1,0
"Ciudad Lineal",2019-09-01,13.8,0,0.2,840,74,5.21621621621622,87.6909090909091,131.108108108108,246,115.554054054054,1.40351351351351,59,37,35,1,1
"Ciudad Lineal",2019-10-01,13.8,1,0.2,840,86,2.86046511627907,86.8032786885246,126,292,107.53488372093,1.33802325581395,73,45,39,1,1
"Ciudad Lineal",2019-11-01,14,0.2,0.5,840,75,3.01333333333333,105.105263157895,131.413333333333,229,113.92,1.4588,64,34,40,1,0
"Ciudad Lineal",2019-12-01,13.9,-0.1,0.8,840,85,3.11764705882353,91.0806451612903,118.952941176471,238,107.976470588235,1.38494117647059,74,40,44,1,0
"Hortaleza",2019-01-01,12.4,-1.3,1,840,33,4.57575757575758,110.761904761905,120,93,129.757575757576,1.40757575757576,25,15,18,0,0
"Hortaleza",2019-02-01,12.4,0.2,1.1,840,26,3.42307692307692,99.7647058823529,124.230769230769,79,150.576923076923,1.65192307692308,22,15,11,0,0
"Hortaleza",2019-03-01,12.4,0.4,1.3,840,34,5.97058823529412,102.9,123.470588235294,119,128.470588235294,1.43970588235294,25,16,18,0,0
"Hortaleza",2019-04-01,12.5,1,1.6,840,32,5.875,103.052631578947,141.0625,124,126.1875,1.3990625,27,14,18,0,0
"Hortaleza",2019-05-01,12.4,0.2,0.9,840,44,5.15909090909091,109.125,107.840909090909,150,113.522727272727,1.33136363636364,31,17,27,0,0
"Hortaleza",2019-06-01,12.3,-0.1,0.6,840,45,4.73333333333333,105.392857142857,126.266666666667,165,119.288888888889,1.408,34,22,23,0,0
"Hortaleza",2019-07-01,12.2,-0.6,0.6,840,43,4.16279069767442,103.074074074074,122.720930232558,135,133.976744186047,1.62790697674419,33,18,25,0,0
"Hortaleza",2019-08-01,12.5,-0.1,0.4,840,29,3.79310344827586,88.7777777777778,144.103448275862,95,149,1.98068965517241,23,13,14,2,0
"Hortaleza",2019-09-01,12.8,0,0.2,840,57,3.17543859649123,94.1621621621622,151.087719298246,218,128.877192982456,1.65438596491228,40,28,26,3,0
"Hortaleza",2019-10-01,13,1,0.2,840,64,3.96875,97.625,137.921875,246,118.453125,1.50734375,44,29,33,2,0
"Hortaleza",2019-11-01,13,0.2,0.5,840,57,3.73684210526316,98.8947368421053,135.210526315789,167,123.543859649123,1.62298245614035,44,24,31,2,0
"Hortaleza",2019-12-01,12.7,-0.1,0.8,840,65,4.30769230769231,93.4,147.4,164,116.723076923077,1.49553846153846,48,31,32,2,0
"Villaverde",2019-01-01,12,-1.3,1,840,8,15,72.8571428571429,100.875,21,127.625,1.5375,7,2,6,0,0
"Villaverde",2019-02-01,11.6,0.2,1.1,840,5,7.8,56,60.8,15,152.4,1.88,5,3,2,0,0
"Villaverde",2019-03-01,11.6,0.4,1.3,840,9,8,1097.28571428571,62.4444444444444,21,105.333333333333,1.32666666666667,7,3,6,0,0
"Villaverde",2019-04-01,11.1,1,1.6,840,11,9.36363636363636,74,63,33,92.5454545454545,1.15909090909091,9,3,8,0,0
"Villaverde",2019-05-01,11,0.2,0.9,840,9,10.3333333333333,1099,73,34,108,1.34,8,3,6,0,0
"Villaverde",2019-06-01,10.7,-0.1,0.6,840,13,7.53846153846154,1099,50.5384615384615,40,77.4615384615385,0.96,12,6,7,0,0
"Villaverde",2019-07-01,10.7,-0.6,0.6,840,14,7.71428571428571,971.375,52.6428571428571,41,79.7142857142857,0.991428571428571,12,5,9,0,0
"Villaverde",2019-08-01,10.8,-0.1,0.4,840,16,5.125,64.75,50.5625,31,76.5,1.021875,15,6,10,0,0
"Villaverde",2019-09-01,10.9,0,0.2,840,13,8,67.5555555555556,75.6923076923077,42,98.9230769230769,1.29076923076923,12,5,8,0,0
"Villaverde",2019-10-01,11.1,1,0.2,840,13,7.61538461538461,81.625,88.0769230769231,31,85.0769230769231,1.08846153846154,12,4,9,0,0
"Villaverde",2019-11-01,11.6,0.2,0.5,840,13,5.84615384615385,81.625,88.6923076923077,33,72.6153846153846,1.01384615384615,13,5,8,0,0
"Villaverde",2019-12-01,11.5,-0.1,0.8,840,12,4.5,60.125,68.3333333333333,29,88.3333333333333,1.19083333333333,10,6,6,0,0
"Villa de Vallecas",2019-01-01,11.4,-1.3,1,840,4,2,108.75,159,8,217.25,2.5825,4,0,4,0,0
"Villa de Vallecas",2019-02-01,11.3,0.2,1.1,840,4,1.75,115.333333333333,132.5,9,111.25,1.3025,4,1,3,0,0
"Villa de Vallecas",2019-03-01,11.4,0.4,1.3,840,7,2.14285714285714,97.1428571428571,219.285714285714,14,148.142857142857,1.70428571428571,7,2,5,0,0
"Villa de Vallecas",2019-04-01,11.4,1,1.6,840,6,1.83333333333333,83.6666666666667,197.833333333333,25,201.666666666667,2.55,6,2,4,0,0
"Villa de Vallecas",2019-05-01,11.4,0.2,0.9,840,8,2.25,81.625,232,35,169.5,2.1175,8,3,5,0,0
"Villa de Vallecas",2019-06-01,11.3,-0.1,0.6,840,11,2.18181818181818,88.6,218,42,144.454545454545,1.85272727272727,11,3,8,0,0
"Villa de Vallecas",2019-07-01,11.1,-0.6,0.6,840,8,1.625,78.2857142857143,214,26,174.375,2.2175,8,3,5,0,0
"Villa de Vallecas",2019-08-01,11.2,-0.1,0.4,840,3,1.66666666666667,117.666666666667,205.666666666667,14,255.333333333333,2.97,3,0,3,0,0
"Villa de Vallecas",2019-09-01,11.5,0,0.2,840,9,2.22222222222222,94.125,221.555555555556,25,148.333333333333,1.84777777777778,9,3,6,0,0
"Villa de Vallecas",2019-10-01,11.6,1,0.2,840,8,2.25,85.75,230.75,27,187.625,2.425,8,2,6,0,0
